id,url,date,content,carrier,carrier_category,place,text,reconstruction,translation,alphabet,writing_method,position,preservation,date_details,date_justification,comment,clean_text,start_year,end_year,century
901,https://epigraphica.ru/epigraphy/inscription/show/901,1340,Надпись о громе 13 июля 1340 г.,Кровля Успенского собора во Владимире,кровельный лист,Успенский собор во Владимире,въ лѣт҂ꙅ҃ѡ҃м҃и҃ мс҇цѧ июлѧ въ г҃іс҇ла Акоулꙑ громъбꙑс҇и землѧ потрѧсесѧ,,"13 июля 6848 года, на память святого апостола Акилы, был гром и потряслась земля.",кириллица,граффито,"Надпись находится в правой верхней части листа в три строки, нацарапана острым орудием через позолоту. Надпись повреждена круглым отверстием от гвоздя.",с небольшими утратами (>85%),"1260-1360, предпочт. 1320-1360 ( )",,"Во второй строке в Акоулы начертание «слитное оу » (Лихачёв дает ѵ‎ , Рыбаков у ).",въ лѣт҂ꙅ҃ѡ҃м҃и҃ мс҇цѧ июлѧ въ г҃іс҇ла Акоулꙑ громъбꙑс҇и землѧ потрѧсесѧ,1340.0,1340.0,14.0
906,https://epigraphica.ru/epigraphy/inscription/show/906,1100-1200,"Подпись к реликвиям, связанным с паломничеством в Палестину",Иерусалимский мощевик,реликварий,неизвестно,Текст 1:Текст 2:Прѣобра:⸗же||ни||еГн҃е :Текст 3:Блгвщ⸗ниеТекст 4:ЇевнвоТекст 5:Ро||жьстоБц҃и,,<Текст 1:> ‘[Гора] Ермон’. <Текст 2:> ‘Преображение Господне’. <Текст 3:> ‘Благовещение’. <Текст 4:> ‘Иоанново [рождество?]’ <Текст 5:> ‘Рождество Богородицы’,кириллица,граффито,"Текст 1 – слева от крайнего левого углубления, Текст 2 – над вторым углублением слева, по сторонам и ниже, Текст 3 – под третьим углублением слева, Текст 4 – слева от углубления, расположенного справа сверху, Текст 5 – по сторонам и ниже углубления, расположенного справа снизу",целая (100%),"Предпочтительно XII в. (разделительное двоеточие, начертание букв ї , в , ж , р, ѣ ).",,"Автор аннотации в каталоге «Меч и златник» – Е. Ю. Елькова. Для Їев(а)н(о)во ср. Иевана в берестяной грамоте № 560 со списком имен для поминовения. Пять текстов относятся каждый к своему углублению, которые, вероятно, содержали частички реликвий, собранных паломником в разных местах Святой земли – на горе Ермон и в четырех местах, связанных с евангельскими событиями, прообразами христианских праздников. Возможно, слово ‘Рождество’ относится одновременно к текстам 4 и 5 – так экономно обозначены Рождество Иоанна Предтечи и Рождество Богородицы. Возможно также, что слово ‘Богородицы’ одновременно продолжает текст 3 (‘Благовещение’). В публикации указан XIII век, однако палеография и хронология древнерусских паломничеств в Палестину указывает скорее на более раннюю дату.",Прѣобра:же ни еГн҃е : Блгвщние Їевнво Ро жьстоБц҃и,1100.0,1200.0,12.0
908,https://epigraphica.ru/epigraphy/inscription/show/908,1045-1075,Запись о снеге в пятое воскресенье после Пасхи,Первоначальные стены Софийского собора,стена церкви,Собор св. Софии,по Велицѣ дьнел҇· снѣгъпаде до ко⸗лѣна,,‘В пятое воскресенье после Пасхи выпал снег до колена’.,кириллица,граффито,Западный столб северного рукава креста,целая (100%),"В надписи представлено скопление ранних палеографических особенностей: удлиненные спинки а , д и л , буква ц с платформой, находящейся выше низа строки, буква ѣ с низким (в том числе наклонным) коромыслом и длинными засечками, ум­еньшенные петли ъ , ѣ . Всё это склоняет в пользу датировки надписи сер. – 3-ей четв. XI в. ( )",,В надписи видим палатализованную наддиалектную форму вели цѣ и древнее окончание консонантного склонения в М. ед. дьне . Ср. по Великѣ дни в надписи Луки. Отметим также беспредложный аккузатив во временном значении,по Велицѣ дьнел҇ · снѣгъпаде до колѣна,1045.0,1075.0,11.0
909,https://epigraphica.ru/epigraphy/inscription/show/909,1045-1120,Жалоба женатых дьяков с обращением к владыке,Первоначальные стены Софийского собора,стена церкви,Собор св. Софии,охъ тъщьно влд҃ко нѣтꙋ порѧда дьꙗкомъ,,"‘Ох, тяжко ( букв .: тошно), владыка! Нет положенной платы дьякам! А как же мне не плакать! Увы женатым дьякам!’ ( )",кириллица,граффито,Северный столб западного рукава креста. Надпись выполнена огромными буквами почти на всю ширину грани. Одна из самых больших по размерам древнерусских надписей (80 см),с небольшими утратами (>85%),"Палеограф. до [1140], предпочт. до [1120]. ( )",,"Интерпретация начала второй строки как содержащего частицу дѣи ‘разве, неужели’ принадлежит А. А. Зализняку.",охъ тъщьно влд҃ко нѣтꙋ порѧда дьꙗкомъ,1045.0,1120.0,11.0
910,https://epigraphica.ru/epigraphy/inscription/show/910,1045-1144,Начало псалма 50,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,ⱂⱁⰿⰺⰾⱆ[ⰺ] ⰿⱗ Ⰱ[ⰵ҃ ⱂ]ⱁ,,,глаголица,граффито,"Южная паперть, западная стена, 118 см от левого угла, 140 см от пола",с утратами (50-85%),,,,ⱂⱁⰿⰺⰾⱆⰺ ⰿⱗ Ⰱⰵ҃ ⱂⱁ,1045.0,1144.0,11.0
912,https://epigraphica.ru/epigraphy/inscription/show/912,1144-1199,Молитва и автограф Домашки Мыслятинича,Фресковая штукатурка 1144 года новгородского Софийского собора,стена церкви,Собор св. Софии,ст҃ꙑ · Михала про⸗,,"‘Святой Михаил, прости и отпусти [мои грехи]. Много я тебе (?) согрешил. Аминь. Домашка писал, сын Мысляты-портного ( или : Мысляты Швеца). Аминь’ ( )",кириллица,граффито,"Южная паперть, северная стена, проем между лопатками, 85 см от левого края, 135 см от пола",с небольшими утратами (>85%),,,,ст҃ꙑ · Михала про,1144.0,1199.0,12.0
915,https://epigraphica.ru/epigraphy/inscription/show/915,1045-1054,"Молитва о Николе, пришедшем из Киева от князя Ярослава",Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,(с)[в]ѧтаѣ (Со)ѳие : пом(ил)оуи : раба свое[го] : Нико(ло)у,,"‘Святая София, помилуй раба своего Николу, пришельца из города Киева от своего князя Ярослава и от церкви святых безмездников и чудотворцев Козьмы и Демьяна’ ( )",кириллица,граффито,"неизвестно Если судить по номеру, поставленному на кальке, она находилась на лестнице или хорах собора. Не исключено, что это граффито уничтожено, так как именно на хорах многие надписи были залиты цементом или сбиты ( )",неизвестно,,"Terminus post quem определяется временем начала строительства Софийского собора, а terminus ante quem – временем смерти Ярослава Мудрого, который умер 20 февраля 1054 г., вскоре после чего известие о его кончине должно было достичь Новгорода.",,свѧтаѣ Соѳие : помилоуи : раба своего : Николоу,1045.0,1054.0,11.0
916,https://epigraphica.ru/epigraphy/inscription/show/916,1045-1120,Молитва к Богородице (вариант молитвы Петра Черноризца – древнеболгарского литературного текста),Стены новгородского Софийского собора,стена церкви,Собор св. Софии,прс[т]а[ꙗ] (г)же Бце вѣдѣ ꙗко сквь⸗,,"‘Пресвятая госпожа Богородица, я знаю, что я порочен и нечист и недостоин и достоин ( вероятно, написано по ошибке вместо : исполнен) всякого нечистого греха. Ты … избавь раба …’ ( )",кириллица,граффито,,с утратами (50-85%),"Предпочтит. до [1120]. Графика: ѫ <1240; б I «округлая петля» <1120, б 3 «выступ вверху» (<1200), в 4 «выступ вверху» <1280 (<1200), д 3 «длинные ножки (обычн.)» <1200 или 1280>, ж Iа1 «прямая звезда» <1200 (<1120), ъ I «округлая петля» <1160, ѣ I «округлая петля» <1140 (?), ѣ 1 «петля углом вперед» <1200 (?). ( )",,"Первая фраза надписи почти дословно воспроизводит начало Молитвы Богородице Петра Черноризца (предположительно отождествляемого с болгарским царем Петром I), а продолжение заимствует из него отдельные строевые элементы. В софийском граффито мы видим раннее отражение этого древнеболгарского текста, известного по рукописям XIII в. и более позднего времени. Слова нечи [ ст ] а достоинъ ес [ м ] ь стоят вместо правильного нечиста … испълненъ есмь и при этом повторяют, с небольшими отличиями, нечистъ и недостоинъ из предыдущей строки. Вероятно, автор граффито по недосмотру повторил слово достоинъ вместо испълненъ .",прстаꙗ гже Бце вѣдѣ ꙗко сквь,1045.0,1120.0,11.0
917,https://epigraphica.ru/epigraphy/inscription/show/917,[1165–1325],Подписи к изображениям архангелов,Хильдесхаймский крест,реликварий,Собор Вознесения Святой Марии,Текст 1:Текст 2:Га|вр|и|лТекст 3:Ꙋр|im.|[и]лоТекст 4:Ра|im.|ѳа,,"‘Михаил, Гавриил, Уриил, Рафаил’",кириллица,"чернение, резьба по металлу","лицевая сторона, в четырех лепестках квадрифолия, рядом с фигурами",целая (100%),"Палеографический анализ надписей, проведенный А. А. Медынцевой ( ) и уточненный В. Лефельдтом ( ), указывает на вторую половину XIII века – начало XIV, что противоречит гипотезе о том, что заказчиком креста был архиепископ новгородский Илия (+ 1186).",,,Га вр и л Ꙋр [GAP] ило Ра [GAP] ѳа,1165.0,1325.0,13.0
918,https://epigraphica.ru/epigraphy/inscription/show/918,[1165–1325],Подписи к изображениям в сцене распятия с предстоящими,Хильдесхаймский крест,реликварий,Собор Вознесения Святой Марии,Текст 1 (в верхней перекладине креста):Текст 2 (над центральной перекладиной креста):Оц҃ь и Сн҃ и Ст҃ꙑ ДхъТекст 3 (над фигурой слева от креста):(М)ирѲꙋТекст 4 (у фигуры справа от креста):а⃝ Іѡ҃,,"‘Иисус Христос Отец, Сын и Святой Дух Матерь Божия Святой Иоанн’",кириллица,"чернение, резьба по металлу","лицевая сторона, центральный квадрат",целая (100%),"Палеографический анализ надписей, проведенный А. А. Медынцевой ( ) и уточненный В. Лефельдтом ( ), указывает на вторую половину XIII века – начало XIV, что противоречит гипотезе о том, что заказчиком креста был архиепископ новгородский Илия (+ 1186).",,,в верхней перекладине креста: над центральной перекладиной креста:Оц҃ь и Сн҃ и Ст҃ꙑ Дхъ над фигурой слева от креста:МирѲꙋ у фигуры справа от креста:а⃝ Іѡ҃,1165.0,1325.0,13.0
923,https://epigraphica.ru/epigraphy/inscription/show/923,[1165–1325],Подписи к фигурам святых Константина и Елены,Хильдесхаймский крест,реликварий,Собор Вознесения Святой Марии,Текст 1 (у левой фигуры):Текст 2 (у правой фигуры):Елена,,"‘Константин, Елена’",кириллица,"чернение, резьба по металлу","внутренняя сторона задней створки, центральный квадрат, рядом с фигурами",с небольшими утратами (>85%),"Палеографический анализ надписей, проведенный А. А. Медынцевой ( ) и уточненный В. Лефельдтом ( ), указывает на вторую половину XIII века – начало XIV, что противоречит гипотезе о том, что заказчиком креста был архиепископ новгородский Илия (+ 1186).",,"Первую и последнюю буквы имени Елены почти невозможно разобрать. Возможно, первую букву следует читать как О , а не как Е ( ).",у левой фигуры: у правой фигуры:Елена,1165.0,1325.0,13.0
926,https://epigraphica.ru/epigraphy/inscription/show/926,[1165–1325],Подпись к частице мощей святого Лазаря,Хильдесхаймский крест,реликварий,Собор Вознесения Святой Марии,гро|бъ |Лаз|оре|в,,‘Гроб Лазорев’,кириллица,"чернение, резьба по металлу","внутренняя сторона задней створки, в левом нижнем углу центрального квадрата",целая (100%),"Палеографический анализ надписей, проведенный А. А. Медынцевой ( ) и уточненный В. Лефельдтом ( ), указывает на вторую половину XIII века – начало XIV, что противоречит гипотезе о том, что заказчиком креста был архиепископ новгородский Илия (+ 1186).",,,гро бъ Лаз оре в,1165.0,1325.0,13.0
931,https://epigraphica.ru/epigraphy/inscription/show/931,[1165–1325],Вкладная надпись с фрагментом молитвы «Похвала кресту»,Хильдесхаймский крест,реликварий,Собор Вознесения Святой Марии,Текст 1 (по верхнему ободу):Текст 2 (по нижнему ободу):[⁘ Х]се ч[ь]ст[ь]|нꙑ|и пр|ог[о]ни⸗[те]лю [дѣ]|м|он[о]|мъ пом⸗ощьниче | всѣ|мъ | хрьсть⸗аномъ | а|м|инь ⁙,,"‘Господи, помоги рабу своему Илии, стяжавшему сей крест в сей век и в будущий. Честный крест, прогонитель демонам, помощник всем христианам. Аминь’",кириллица,чернение,по ободу верхней и нижней створки,с небольшими утратами (>85%),"Палеографический анализ надписей, проведенный А. А. Медынцевой ( ) и уточненный В. Лефельдтом ( ), указывает на вторую половину XIII века – начало XIV, что противоречит гипотезе о том, что заказчиком креста был архиепископ новгородский Илия (+ 1186).",,"Чтение плохо сохранившегося фрагмента надписи как прог[о]ни[те]лю [дѣ]|мон[о]мъ «подтверждается текстологическим совпадением с одной из строф “похвалы кресту”, записанной на нерльском кресте (XII в.): “крест охранник всей вселенной... крест дѣмономъ прогонитель ”» ( ).",по верхнему ободу: по нижнему ободу: ⁘ Хсе чьсть нꙑ и пр огонителю дѣ м оно мъ помощьниче всѣ мъ хрьстьаномъ а м инь ⁙,1165.0,1325.0,13.0
932,https://epigraphica.ru/epigraphy/inscription/show/932,[1400–1430],Надпись с цитатой из тропаря,Круглый медальон-мощевик (серебряный с позолотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,· спние здѣю посредѣ землѧ Хе Бе на кртѣ прчтѣ руцѣ свои простеръ сбираꙗ всꙗ,,"‘Спа­се­ние со­вер­шил Ты по­сре­ди зем­ли, Хри­сте Бо­же: на Кре­сте про­стер пре­чи­стые ру­ки Твои, со­би­рая все [на­ро­ды]’",кириллица,резьба по металлу,"лицевая сторона, внутренняя надпись ( )",целая (100%),"«Письмо литургических надписей на серебряном мощевике из Благовещенского собора близко по начеркам букв к “манерному” уставу конца XIѴ в., но отличается от него более вытянутыми пропорциями. Большинство начертаний букв нейтрально, т. е. может встречаться как в русских почерках, восходящих к традиции XIѴ в., так и в южнославянских. Явные графические новации, характерные бесспорно уже для XѴ в., отсутствуют. <...> В качестве косвенной палеографической приметы круговых надписей на этом мощевике, позволяющей датировать памятник в пределах первой трети XѴ в., следует дополнительно указать на общий простой рисунок прямых букв». ( )",,"В надписи цитируется тропарь, глас 2, на 6-м часе, Великой пятницы ( ).",· спние здѣю посредѣ землѧ Хе Бе на кртѣ прчтѣ руцѣ свои простеръ сбираꙗ всꙗ,1400.0,1430.0,15.0
933,https://epigraphica.ru/epigraphy/inscription/show/933,[1400–1430],Надпись с цитатой из кондака,Круглый медальон-мощевик (серебряный с позолотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,+ твердꙑꙗ и бовѣщаннꙑꙗ проповѣдателѧ верхъ оучнкъ твоихъ Ги приꙗтъ в наслажение блгхъ твоихъ покоꙗ трꙋдꙑ бо ѡпѣхъ и смрть приꙗть паче,,"‘Непоколебимых и богогласных проповедников, высших из учеников Твоих, Господи, Ты принял в наслаждение благ Твоих и покой; ибо труды их и смерть признал Ты [высшими всякой жертвы]’.",кириллица,резьба по металлу,"лицевая сторона, внешняя надпись ( )",целая (100%),"«Письмо литургических надписей на серебряном мощевике из Благовещенского собора близко по начеркам букв к “манерному” уставу конца XIѴ в., но отличается от него более вытянутыми пропорциями. Большинство начертаний букв нейтрально, т. е. может встречаться как в русских почерках, восходящих к традиции XIѴ в., так и в южнославянских. Явные графические новации, характерные бесспорно уже для XѴ в., отсутствуют. <...> В качестве косвенной палеографической приметы круговых надписей на этом мощевике, позволяющей датировать памятник в пределах первой трети XѴ в., следует дополнительно указать на общий простой рисунок прямых букв». ( )",,"В надписи цитируется кондак четверга, глас 2 ( ).",+ твердꙑꙗ и бовѣщаннꙑꙗ проповѣдателѧ верхъ оучнкъ твоихъ Ги приꙗтъ в наслажение блгхъ твоихъ покоꙗ трꙋдꙑ бо ѡпѣхъ и смрть приꙗть паче,1400.0,1430.0,15.0
934,https://epigraphica.ru/epigraphy/inscription/show/934,[1400–1430],Подписи к изображениям апостолов,Круглый медальон-мощевик (серебряный с позолотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,оаг҃|im.|Па|ꙋлг҃|im.|Iѡ҃оаг҃|im.|Лꙋ|каоаг҃|im.|Си|мо|ноаг҃|im.|Ва|рфо|лоаг҃|im.|Фі|ли|поаг҃|im.|Ѳо|маоаг|im.|Іа|ко|воаг|im.|Ан|дрѣоаг҃|im.|Ма|іѳоаг҃|im.|Ма|ркоаг҃|im.|Пе|тр,,‘Святой Павел Святой Иоанн Святой Лука Святой Симеон Святой Варфоломей Святой Филипп Святой Фома Святой Иаков Святой Андрей Святой Матфей Святой Марк Святой Петр’,кириллица,резьба по металлу,"лицевая сторона, рядом с изображениями апостолов",целая (100%),"«Письмо литургических надписей на серебряном мощевике из Благовещенского собора близко по начеркам букв к “манерному” уставу конца XIѴ в., но отличается от него более вытянутыми пропорциями. Большинство начертаний букв нейтрально, т. е. может встречаться как в русских почерках, восходящих к традиции XIѴ в., так и в южнославянских. Явные графические новации, характерные бесспорно уже для XѴ в., отсутствуют. <...> В качестве косвенной палеографической приметы круговых надписей на этом мощевике, позволяющей датировать памятник в пределах первой трети XѴ в., следует дополнительно указать на общий простой рисунок прямых букв». ( )",,,оаг҃ [GAP] Па ꙋлг҃ [GAP] ѡ҃оаг҃ [GAP] Лꙋ каоаг҃ [GAP] Си мо ноаг҃ [GAP] Ва рфо лоаг҃ [GAP] Фі ли поаг҃ [GAP] Ѳо маоаг [GAP] Іа ко воаг [GAP] Ан дрѣоаг҃ [GAP] Ма іѳоаг҃ [GAP] Ма ркоаг҃ [GAP] Пе тр,1400.0,1430.0,15.0
935,https://epigraphica.ru/epigraphy/inscription/show/935,[1400–1430],Надпись с цитатой из богородична,Круглый медальон-мощевик (серебряный с позолотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,Мти стаꙗ прчтаго свѣта англьскими пѣсньми чтоуще Тѧ поемъ и велиі,,"‘Мать святая пречистого света, ангельскими песнями чествуя Тебя, поем и вели[чаем]’",кириллица,резьба по металлу,"оборотная сторона, внутренняя надпись ( )",целая (100%),"«Письмо литургических надписей на серебряном мощевике из Благовещенского собора близко по начеркам букв к “манерному” уставу конца XIѴ в., но отличается от него более вытянутыми пропорциями. Большинство начертаний букв нейтрально, т. е. может встречаться как в русских почерках, восходящих к традиции XIѴ в., так и в южнославянских. Явные графические новации, характерные бесспорно уже для XѴ в., отсутствуют. <...> В качестве косвенной палеографической приметы круговых надписей на этом мощевике, позволяющей датировать памятник в пределах первой трети XѴ в., следует дополнительно указать на общий простой рисунок прямых букв». ( )",,"В надписи цитируется тропарь, глас 2, на утрени субботы четвертой Великого поста.",Мти стаꙗ прчтаго свѣта англьскими пѣсньми чтоуще Тѧ поемъ и велиі,1400.0,1430.0,15.0
936,https://epigraphica.ru/epigraphy/inscription/show/936,[1400–1430],Надпись с цитатой из кондака,Круглый медальон-мощевик (серебряный с позолотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,+ ꙗко блгочтьꙗ проповѣдники и нчтиꙗ обꙋздателѧ боноснꙑхъ сборъ оуꙗснилъ еси подъслнчную зарѧющихъ тѣхь млтвами Хе Бе в мирѣ свѣршенѣ тебе сла,,"‘Как бла­го­че­стия про­воз­вест­ни­ков и нече­стия обуз­да­те­лей, сонм бо­го­нос­цев Ты укра­сил, все под солн­цем оза­ря­ю­щий, их молитвами, Христе Боже, в мире совершенном тебя сла[вящих]’",кириллица,резьба по металлу,"оборотная сторона, внешняя надпись ( )",целая (100%),"«Письмо литургических надписей на серебряном мощевике из Благовещенского собора близко по начеркам букв к “манерному” уставу конца XIѴ в., но отличается от него более вытянутыми пропорциями. Большинство начертаний букв нейтрально, т. е. может встречаться как в русских почерках, восходящих к традиции XIѴ в., так и в южнославянских. Явные графические новации, характерные бесспорно уже для XѴ в., отсутствуют. <...> В качестве косвенной палеографической приметы круговых надписей на этом мощевике, позволяющей датировать памятник в пределах первой трети XѴ в., следует дополнительно указать на общий простой рисунок прямых букв». ( )",,"В надписи цитируется кондак, глас 8, на утрени субботы сырной. Видимо, в результате описки или ошибочного понимания структуры фразы эпитет озарѧющиi , относящийся к Христу, поставлен в форму Р.п., мн.ч.",+ ꙗко блгочтьꙗ проповѣдники и нчтиꙗ обꙋздателѧ боноснꙑхъ сборъ оуꙗснилъ еси подъслнчную зарѧющихъ тѣхь млтвами Хе Бе в мирѣ свѣршенѣ тебе сла,1400.0,1430.0,15.0
937,https://epigraphica.ru/epigraphy/inscription/show/937,[1400–1430],Надпись с цитатой из тропаря празднику,Круглый медальон-мощевик (золотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,+ рожество вое Хе Бе нашь восиѧ всему міру свѣть разумнꙑ в онъ бо служащі звѣздамъ зведю,,"‘Рождество Твое, Христе Боже наш, озарило мир светом разума, ибо через него звездам служащие звездою...’",кириллица,резьба по металлу,лицевая сторона ( ),целая (100%),"«Литургические круговые надписи на нем [мощевике] выполнены не слишком каллиграфическим гибридным почерком довольно приземистых пропорций, совмещающим в себе признаки старшего <...> и младшего <...> полуустава с явным преобладанием первых. Орфография без выраженных следов “второго южнославянского влияния” <...>. Подобные почерки (и даже с большим числом примет младшего полуустава и среднеболгарской орфографии) характерны для книг, переписанных в Северо-Восточной Руси в первой четверти — трети XѴ в.» ( )",,В надписи цитируется начало тропаря празднику ( ). отмечает описки в словах вое (вм. твое ) и зведю (вм. звездю ).,+ рожество вое Хе Бе нашь восиѧ всему міру свѣть разумнꙑ в онъ бо служащі звѣздамъ зведю,1400.0,1430.0,15.0
938,https://epigraphica.ru/epigraphy/inscription/show/938,[1400–1430],Надпись с цитатой из кондака самогласна,Круглый медальон-мощевик (золотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,оутробу двчю ѡсти ржтвомъ своімь и руцѣ,,"‘Утробу девичью освятил рождеством Своим, и руки...’",кириллица,резьба по металлу,"оборотная сторона, внутренняя надпись ( )",целая (100%),"«Литургические круговые надписи на нем [мощевике] выполнены не слишком каллиграфическим гибридным почерком довольно приземистых пропорций, совмещающим в себе признаки старшего <...> и младшего <...> полуустава с явным преобладанием первых. Орфография без выраженных следов “второго южнославянского влияния” <...>. Подобные почерки (и даже с большим числом примет младшего полуустава и среднеболгарской орфографии) характерны для книг, переписанных в Северо-Восточной Руси в первой четверти — трети XѴ в.» ( )",,"В надписи цитируется начало кондака самогласна, глас 1-й, который поется на Сретение 2 февраля, на утрени, по 6-й песни канона ( ).",оутробу двчю ѡсти ржтвомъ своімь и руцѣ,1400.0,1430.0,15.0
939,https://epigraphica.ru/epigraphy/inscription/show/939,[1400–1430],Надпись с цитатой из тропаря субботы,Круглый медальон-мощевик (золотой),реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,+ апли мчнци пррци ерарьси прпдоблиі праведни іже добрѣ подвигь скончавше і вѣру сб,,"‘Апостолы, мученики, пророки, иерархи, преподобные, праведники, которые доблестно подвиг совершили и веру [сохранили]’",кириллица,резьба по металлу,"оборотная сторона, внешняя надпись ( )",целая (100%),"«Литургические круговые надписи на нем [мощевике] выполнены не слишком каллиграфическим гибридным почерком довольно приземистых пропорций, совмещающим в себе признаки старшего <...> и младшего <...> полуустава с явным преобладанием первых. Орфография без выраженных следов “второго южнославянского влияния” <...>. Подобные почерки (и даже с большим числом примет младшего полуустава и среднеболгарской орфографии) характерны для книг, переписанных в Северо-Восточной Руси в первой четверти — трети XѴ в.» ( )",,В надписи цитируется начало тропаря субботы ( ).,+ апли мчнци пррци ерарьси прпдоблиі праведни іже добрѣ подвигь скончавше і вѣру сб,1400.0,1430.0,15.0
940,https://epigraphica.ru/epigraphy/inscription/show/940,1100-1260,<Текст 1> Монограмма Иисуса Христа. <Текст 2> Надпись о поставлении креста Комлятой по матери,Ростиславльский крест,крест,Городище Ростиславль Рязанский,Текст 1:Текст 2:крс҃тъ по[с]…Комлѧта [п]…по мат[ѣр](и) (…),,‘Крест поставил Комлята... по матери’.,кириллица,резьба по камню,"Монограмма Христа: на краях перекладины. Основная надпись: перекладина креста, начало текста на левой лопасти. ( )",фрагмент (15-50%),"Согласно таблицам А. А. Зализняка, наличие покрытия у буквы о позволяет датировать почерк писавшего временем до 1260 года. Если в третьей строке представлена форма мат [ ѣр ]( и ), то в надписи использовалась бытовая орфографическая замена е и ѣ , что говорит в пользу датировки креста XII–XIII вв., предпочтительно концом XII — серединой XIII в. (примерно к тому же времени относится горшок с надписью, выполненной по сырой глине, найденный в Ростиславле в 2011 году). ( )",,"После Комлѧта виден фрагмент буквы п или г , в конце третьей строки — верхний левый уголок от буквы, вероятно, имевшей левую вертикаль и верхнюю горизонталь. Лакуна в конце второй строки могла содержать прозвище Комляты, его отчество или, к примеру, слова [ п ]( о оц҃у и ) ( ).",крс҃тъ пос [GAP] Комлѧта п [GAP] по матѣри [GAP],1100.0,1260.0,12.0
941,https://epigraphica.ru/epigraphy/inscription/show/941,1148,<Текст 1> Надпись об освящении антиминса для церкви св. Георгия архиепископом Нифонтом 1 сентября 1148 г. <Текст 2> Подпись к изображению креста,Антиминс Нифонта,антиминс,Николо-Дворищенский собор,Текст 1:ти|вѣ|мь| кнѧ|зи |Геѡ̈|рги·|и · |сн҃оу |Мо|но|ма|хо|воу |мс҇цѧ |се|птѧ|брѧ въ ·а҃· въ · лѣт҇·҂ѕ҃х҃(н҃)з҃· инд҇кта в(ъ) [в҃](і҃)Текст 2:Іс҃|im.|Хс҃ни҃|im.|ка҃,,"Жертвенник святого мученика Георгия освящен Нифонтом, архиепископом новгородским, повелением епископа ростовского Нестера, при богочестивом князе Георгии, сыне Мономахове, 1 сентября 6657 года, в 12-й год индикта.",кириллица,надпись чернилами,"По краям антиминса, слева и справа в виде колончатых надписей шириной в 2–3 буквы, сверху и снизу в строку. Подпись к изображению креста – по сторонам креста выше перекладины",с небольшими утратами (>85%),,,,ти вѣ мь кнѧ зи Геѡ̈ рги · и · сн҃оу Мо но ма хо воу мс҇цѧ се птѧ брѧ въ · а҃ · въ · лѣт҇ · ҂ѕ҃х҃н҃з҃ · инд҇кта въ в҃і҃ Іс҃ [GAP] Хс҃ни҃ [GAP] ка҃,1148.0,1148.0,12.0
943,https://epigraphica.ru/epigraphy/inscription/show/943,[1140–1240],Молитва об Игнате,Первоначальная фресковая штукатурка киевского Софийского собора,стена церкви,Собор св. Софии,Ги҃ помози рабу своему Игнато⸗,,"‘Господи, помоги рабу своему Игнату’.",кириллица,граффито,на разгранке между фресками на северной стене апсиды придела арх. Михаила ( ),целая (100%),"в IIб½ (<1340) <1400, р Iа (<1320) <1360, з Iб (<1300), в 3б½ (<1220) <1320, р 4 (<1200) <1240; в V~½ 1140> (<1320); итог: [1140–1240], предпочт. [1140–1200].",,,Ги҃ помози рабу своему Игнато,1140.0,1240.0,12.0
944,https://epigraphica.ru/epigraphy/inscription/show/944,1409–1410,Надпись с цитатой из тропаря Вознесению Господню,Ковчег-мощевик княгини Марии,реликварий,Церковь Благовещения Пресвятой Богородицы в Московском Кремле,воꙁнееꙑсѧ въ славѣ Хе Бе нашь радость створи оученикомъ своимъ обѣто,,"‘Вознесся ты в славе, Христе Боже наш, радость створил ученикам своим обето(ванием Святого Духа)’",кириллица,резьба по металлу,на лицевой стороне по краю ( ),целая (100%),,Во вкладной надписи назван 6918 год без указания индикта.,,воꙁнееꙑсѧ въ славѣ Хе Бе нашь радость створи оученикомъ своимъ обѣто,1409.0,1410.0,15.0
